ID,Y1,Y2,Y3,Y4,Y5,SY4,SY5
58,189.6258483,480.8157778,1061.240523,3,1,0.419716504,1.136786877
59,25.98691496,741.9953245,831.1839404,3,0,0.419716504,-0.878792692
60,16.38479686,451.956541,1110.696349,2,0,-0.329777253,-0.878792692
61,56.30201996,393.4612875,1203.46873,4,1,1.16921026,1.136786877
62,64.6668927,682.0779681,870.4010205,1,0,-1.079271009,-0.878792692
63,87.76667561,618.8186906,958.6024289,1,0,-1.079271009,-0.878792692
64,13.91999816,596.362931,1124.163648,1,0,-1.079271009,-0.878792692
65,414.7495683,4.653205134,1346.551203,5,1,1.918704016,1.136786877
66,67.28810263,413.9672474,1154.271816,4,1,1.16921026,1.136786877
67,159.2421212,602.1172382,1064.941702,1,0,-1.079271009,-0.878792692
68,43.46008076,454.3657749,966.8885554,2,0,-0.329777253,-0.878792692
69,0.897460781,996.2257313,908.5004726,1,0,-1.079271009,-0.878792692
70,95.090959,420.4655758,1368.60311,2,1,-0.329777253,1.136786877
71,5.252103546,747.54708,1025.52481,2,0,-0.329777253,-0.878792692
72,65.11134716,458.9811669,732.0320591,3,1,0.419716504,1.136786877
73,32.07478548,828.8482802,614.1666322,1,1,-1.079271009,1.136786877
74,84.01317618,574.5494784,996.5128595,2,1,-0.329777253,1.136786877
75,89.32088006,359.3596585,1075.88481,2,0,-0.329777253,-0.878792692
76,92.35175358,415.6428585,945.9914387,5,1,1.918704016,1.136786877
77,145.2925584,496.6427354,996.9125942,2,1,-0.329777253,1.136786877
78,15.58188485,652.9823084,1001.052392,3,0,0.419716504,-0.878792692
79,204.3022882,73.81332404,1131.541759,5,1,1.918704016,1.136786877
80,50.01444278,660.0502356,1122.443431,1,0,-1.079271009,-0.878792692
81,68.09609838,844.8873167,839.5339177,2,1,-0.329777253,1.136786877
82,39.71938017,454.851085,925.118957,5,1,1.918704016,1.136786877
83,47.81327121,321.9377903,775.4185355,2,0,-0.329777253,-0.878792692
84,112.0138263,336.9758412,1149.314207,3,1,0.419716504,1.136786877
85,25.37449063,362.3421175,994.0732453,5,1,1.918704016,1.136786877
86,1.907150923,994.4558346,826.8558789,1,0,-1.079271009,-0.878792692
87,27.98025462,207.1344754,1061.970013,3,0,0.419716504,-0.878792692
88,18.97640812,600.3913994,941.881656,3,1,0.419716504,1.136786877
89,146.6638224,80.75416089,1354.722263,2,0,-0.329777253,-0.878792692
90,105.1311839,255.4175835,1186.904633,2,1,-0.329777253,1.136786877
91,194.5488402,255.8164492,1128.756065,4,1,1.16921026,1.136786877
92,37.28465646,382.8545379,1131.11348,5,1,1.918704016,1.136786877
93,4.394404134,815.6168904,772.5025249,1,0,-1.079271009,-0.878792692
94,193.5464199,156.4720579,1215.017492,3,1,0.419716504,1.136786877
95,37.11650589,781.6966128,953.4316449,2,0,-0.329777253,-0.878792692
96,1.545098368,991.7668216,601.4904847,1,0,-1.079271009,-0.878792692
97,81.18782667,532.5847803,989.1044508,2,1,-0.329777253,1.136786877
98,28.42515178,735.7933338,843.5209063,4,0,1.16921026,-0.878792692
99,66.52903453,87.49206051,1175.735002,4,0,1.16921026,-0.878792692
100,101.6006907,315.8277285,1019.966371,4,0,1.16921026,-0.878792692
101,106.8061717,222.0871246,1288.188671,3,1,0.419716504,1.136786877
102,82.80548333,806.0762903,972.3346817,4,1,1.16921026,1.136786877
103,32.28356262,754.1442743,784.405579,3,0,0.419716504,-0.878792692
104,6.823343504,729.6516991,762.8071223,1,0,-1.079271009,-0.878792692
105,16.05595704,841.1367925,1193.128385,3,1,0.419716504,1.136786877
106,1.164576042,996.5311089,273.5876952,1,0,-1.079271009,-0.878792692
107,200.2373283,399.227498,864.5041852,4,0,1.16921026,-0.878792692
108,14.79664008,745.3377922,825.3266631,1,0,-1.079271009,-0.878792692
109,32.96674359,602.0781797,1166.453515,5,1,1.918704016,1.136786877
110,25.47625987,637.0785945,1039.954682,4,0,1.16921026,-0.878792692
111,24.3943715,657.557427,971.030341,2,0,-0.329777253,-0.878792692
112,0.271429545,962.9758909,732.4141457,2,1,-0.329777253,1.136786877
113,4.605195733,877.587267,670.3117585,1,1,-1.079271009,1.136786877
114,127.6739524,394.2660783,1465.650445,1,1,-1.079271009,1.136786877
115,105.4684957,155.0449082,1314.850873,1,0,-1.079271009,-0.878792692
116,228.0178615,373.4662521,888.9831873,3,1,0.419716504,1.136786877
117,174.1383809,551.6281392,862.2808035,1,0,-1.079271009,-0.878792692
118,49.36818108,726.9191532,788.5270772,4,0,1.16921026,-0.878792692
119,89.72805362,134.078424,1256.741073,2,1,-0.329777253,1.136786877
120,295.1875795,135.4483249,1011.334458,1,1,-1.079271009,1.136786877
121,33.3063655,670.0333508,1025.628484,1,0,-1.079271009,-0.878792692
122,1.46163887,908.3752831,996.8081786,2,1,-0.329777253,1.136786877
123,4.060569614,952.2331672,788.2974366,1,0,-1.079271009,-0.878792692
124,0.56077154,994.9691914,825.2590726,1,0,-1.079271009,-0.878792692
125,28.95644681,23.63728028,1219.270664,1,0,-1.079271009,-0.878792692
126,27.90324815,471.6525246,974.7863332,3,1,0.419716504,1.136786877
127,31.10947487,963.7535227,842.9539845,3,1,0.419716504,1.136786877
128,112.6757874,426.4629686,1085.374941,4,1,1.16921026,1.136786877
129,28.38855572,837.6293651,938.6557361,1,0,-1.079271009,-0.878792692
130,33.01126003,606.4852385,961.7537241,1,1,-1.079271009,1.136786877
131,130.4125597,862.4045406,861.0866118,1,0,-1.079271009,-0.878792692
132,17.89751751,934.8781123,914.9923795,1,0,-1.079271009,-0.878792692
133,9.982044124,834.5948695,917.7948647,1,0,-1.079271009,-0.878792692
134,7.933004225,959.4666899,696.712704,2,1,-0.329777253,1.136786877
135,154.3659125,620.7922584,1168.0307,2,1,-0.329777253,1.136786877
136,219.9217309,91.11117135,1130.659123,3,0,0.419716504,-0.878792692
137,91.30694298,367.1217854,923.6442042,2,0,-0.329777253,-0.878792692
138,34.21915595,797.8863783,959.9472193,4,1,1.16921026,1.136786877
139,220.2005401,235.5231864,1245.487846,5,1,1.918704016,1.136786877
140,31.43969458,512.6819687,948.5847749,2,0,-0.329777253,-0.878792692
141,150.5069133,526.9008578,987.4385388,3,1,0.419716504,1.136786877
142,171.9418073,268.8755699,1154.524114,2,0,-0.329777253,-0.878792692
143,6.950774171,938.070239,449.343578,1,0,-1.079271009,-0.878792692
144,56.11015035,471.7722914,1091.63263,4,0,1.16921026,-0.878792692
145,150.7258361,466.920845,883.1844476,3,1,0.419716504,1.136786877
146,160.2364151,73.98699386,1143.040022,3,0,0.419716504,-0.878792692
147,69.14188722,397.6506267,1064.683751,3,1,0.419716504,1.136786877
148,4.196234173,992.0208257,613.7874634,2,1,-0.329777253,1.136786877
149,74.04528739,295.0315507,1091.353947,4,0,1.16921026,-0.878792692
150,181.2286717,212.2532095,1217.398782,4,1,1.16921026,1.136786877
151,244.5689047,38.81082678,1251.008977,4,0,1.16921026,-0.878792692
152,68.76661587,362.0856841,1045.779765,1,1,-1.079271009,1.136786877
153,253.6990974,377.6670267,1121.997871,2,1,-0.329777253,1.136786877
154,14.91975957,897.3811636,939.4237979,1,1,-1.079271009,1.136786877
155,116.9218236,499.2623702,889.0158483,3,0,0.419716504,-0.878792692
156,118.2170012,172.6272847,1312.502034,3,0,0.419716504,-0.878792692
157,32.25552883,516.9156602,797.3367251,3,0,0.419716504,-0.878792692
158,257.5850558,187.568463,1155.82154,4,1,1.16921026,1.136786877
159,127.8522688,286.1255143,1101.377464,3,1,0.419716504,1.136786877
160,35.36393036,834.0060561,898.6394109,2,0,-0.329777253,-0.878792692
161,11.83130244,695.2748372,881.9544349,1,0,-1.079271009,-0.878792692
162,147.6224634,175.1809603,1123.274296,1,0,-1.079271009,-0.878792692
163,128.5127824,353.2737706,1018.134512,1,0,-1.079271009,-0.878792692
164,15.61449578,581.9763096,1084.026251,2,0,-0.329777253,-0.878792692
165,176.3817677,495.8785427,948.883642,4,1,1.16921026,1.136786877
166,197.2404489,54.27935033,1371.07218,1,0,-1.079271009,-0.878792692
167,16.12007686,460.8690416,1070.473104,5,1,1.918704016,1.136786877
168,153.8705915,358.1507665,998.4001918,1,1,-1.079271009,1.136786877
169,129.9852446,308.2682961,973.1069235,5,1,1.918704016,1.136786877
170,21.53416449,456.9537312,983.397831,5,1,1.918704016,1.136786877
171,17.68131778,691.5504882,638.8761612,1,1,-1.079271009,1.136786877
172,231.9386806,104.6004232,1074.385426,5,1,1.918704016,1.136786877
173,33.91010996,735.0950936,939.5188721,2,1,-0.329777253,1.136786877
174,620.5717602,3.88505043,1342.593246,4,0,1.16921026,-0.878792692
175,133.439075,118.5406511,1077.833378,3,0,0.419716504,-0.878792692
176,145.9462239,216.0831442,876.4528861,4,1,1.16921026,1.136786877
177,56.19119143,291.4886422,1039.197423,1,0,-1.079271009,-0.878792692
178,105.2324884,440.3076311,1267.551295,1,0,-1.079271009,-0.878792692
179,58.90165356,337.0104023,869.6943288,2,0,-0.329777253,-0.878792692
180,193.2813207,87.88614267,1556.082497,4,1,1.16921026,1.136786877
181,119.2524171,82.87552319,1202.186863,1,1,-1.079271009,1.136786877
182,110.1454436,80.34689341,921.4549129,3,0,0.419716504,-0.878792692
183,319.2672332,199.82376,831.09076,2,0,-0.329777253,-0.878792692
184,93.74967144,189.4401656,1079.814738,2,0,-0.329777253,-0.878792692
185,38.37431408,615.3745339,1099.483668,1,0,-1.079271009,-0.878792692
186,42.24854701,798.7718703,717.1221142,2,1,-0.329777253,1.136786877
187,2.385539673,961.770961,734.6345894,1,0,-1.079271009,-0.878792692
188,37.63419089,632.9255483,659.3011823,1,0,-1.079271009,-0.878792692
189,27.3724987,861.1922371,985.6390552,5,1,1.918704016,1.136786877
190,7.890136378,949.329133,917.0107272,1,0,-1.079271009,-0.878792692
191,66.80240605,101.7363418,1180.108114,2,0,-0.329777253,-0.878792692
192,222.9225917,46.11078341,1675.524443,1,0,-1.079271009,-0.878792692
193,98.32691662,85.91967064,1420.372963,5,1,1.918704016,1.136786877
194,321.3472794,94.80676825,1526.297523,4,1,1.16921026,1.136786877
195,90.06647543,627.5483288,1104.004457,4,1,1.16921026,1.136786877
196,127.0155735,408.5698476,1009.843481,1,1,-1.079271009,1.136786877
197,8.551607659,847.7785701,595.5556089,1,0,-1.079271009,-0.878792692
198,63.9546507,246.1843868,1316.906594,2,1,-0.329777253,1.136786877
199,0.961906813,995.1974668,636.217222,1,0,-1.079271009,-0.878792692
200,73.13437675,681.5690225,883.4671021,1,0,-1.079271009,-0.878792692
201,9.644081942,386.7986016,1183.539064,2,0,-0.329777253,-0.878792692
202,21.39882024,692.4951682,1122.842048,2,1,-0.329777253,1.136786877
203,40.77025245,535.1613058,794.2745,3,0,0.419716504,-0.878792692
204,15.18304266,943.8513525,850.6843936,2,0,-0.329777253,-0.878792692
205,322.3301995,33.11393067,1246.41088,4,0,1.16921026,-0.878792692
206,39.56470722,360.050933,818.2694814,2,0,-0.329777253,-0.878792692
207,109.1033034,820.7741675,816.7873937,4,0,1.16921026,-0.878792692
208,109.157744,449.8968015,940.5600484,3,1,0.419716504,1.136786877
209,3.453256486,714.5922672,769.0142935,2,0,-0.329777253,-0.878792692
210,345.0367778,387.2847921,1005.245698,1,1,-1.079271009,1.136786877
211,128.4375869,272.6027834,965.9119164,2,0,-0.329777253,-0.878792692
212,44.13733808,212.7266498,935.6182352,5,1,1.918704016,1.136786877
213,46.65052402,658.135888,1133.46274,2,0,-0.329777253,-0.878792692
214,370.5661983,2.961663597,1536.426585,5,1,1.918704016,1.136786877
215,220.0879951,335.4352946,1068.114801,3,1,0.419716504,1.136786877
216,36.02344969,907.9618527,740.8340731,4,1,1.16921026,1.136786877
217,130.5118954,652.5395164,928.9310694,3,0,0.419716504,-0.878792692
218,299.4771224,114.8396738,1135.597235,3,0,0.419716504,-0.878792692
219,101.7269291,468.2492825,1318.771585,1,0,-1.079271009,-0.878792692
220,8.831366367,639.6451815,804.2317274,4,1,1.16921026,1.136786877
221,169.9434117,167.2084481,894.5227929,5,0,1.918704016,-0.878792692
222,83.28678362,485.6171251,763.8381709,2,0,-0.329777253,-0.878792692
223,27.17881118,759.5990211,987.9462445,4,1,1.16921026,1.136786877
224,48.34812564,611.788114,1117.333433,1,0,-1.079271009,-0.878792692
225,255.2937043,44.32496684,1048.261829,4,0,1.16921026,-0.878792692
226,380.5786039,120.4751506,1235.709606,2,0,-0.329777253,-0.878792692
227,138.4231912,421.1234747,1175.021397,2,1,-0.329777253,1.136786877
228,24.73638383,627.2435722,1059.725932,1,0,-1.079271009,-0.878792692
229,148.7109188,431.6474514,1007.288474,2,0,-0.329777253,-0.878792692
230,36.61996185,491.4849819,925.0326143,2,0,-0.329777253,-0.878792692
231,34.91593043,758.813453,1033.010709,1,0,-1.079271009,-0.878792692
232,37.46680883,784.9848728,943.2504069,3,1,0.419716504,1.136786877
233,42.62224154,594.218541,996.7255067,1,0,-1.079271009,-0.878792692
234,97.51400596,552.6435897,1089.14881,2,0,-0.329777253,-0.878792692
235,12.43445699,966.3596177,484.2972926,1,0,-1.079271009,-0.878792692
236,26.0335303,802.1059491,1085.945239,3,1,0.419716504,1.136786877
237,50.48776806,666.9469995,1124.979384,2,0,-0.329777253,-0.878792692
238,112.9723654,272.6055857,1250.784047,2,0,-0.329777253,-0.878792692
239,232.8166583,84.58517802,1115.854508,3,0,0.419716504,-0.878792692
240,10.75122515,770.7029393,873.857548,4,0,1.16921026,-0.878792692
241,59.6644977,824.1054073,678.5007336,3,1,0.419716504,1.136786877
242,71.995504,665.4475163,1128.361713,1,0,-1.079271009,-0.878792692
243,103.0011564,552.0369581,1034.175403,2,1,-0.329777253,1.136786877
244,109.2867731,431.3042241,1115.333727,3,1,0.419716504,1.136786877
245,32.56707496,699.7356085,1056.751828,2,1,-0.329777253,1.136786877
246,45.76988075,517.896651,1127.96189,1,1,-1.079271009,1.136786877
247,41.5779674,556.0357385,729.6932141,4,0,1.16921026,-0.878792692
248,202.7351011,13.40605312,1194.180648,2,0,-0.329777253,-0.878792692
249,17.53606338,927.7835359,985.1375696,3,1,0.419716504,1.136786877
250,42.13855967,717.6140461,934.9469914,2,1,-0.329777253,1.136786877
251,64.8999517,191.8238496,919.6335502,3,1,0.419716504,1.136786877
252,141.6620379,169.8551968,1305.799904,4,1,1.16921026,1.136786877
253,4.506070407,912.000476,939.972241,2,0,-0.329777253,-0.878792692
254,129.587981,848.4130653,1053.596092,2,1,-0.329777253,1.136786877
255,23.20902922,883.2603068,689.8405033,3,0,0.419716504,-0.878792692
256,39.3385427,737.2797793,1071.118693,4,1,1.16921026,1.136786877
257,26.56753764,657.8393412,1265.116386,1,0,-1.079271009,-0.878792692
258,2.690256532,971.8274736,656.6320311,1,0,-1.079271009,-0.878792692
259,38.75771211,582.1466115,1107.145245,3,1,0.419716504,1.136786877
260,65.58716866,213.4143821,910.1251941,2,0,-0.329777253,-0.878792692
261,98.12144782,112.2156722,1052.972863,4,1,1.16921026,1.136786877
262,10.99368099,865.524189,941.2536913,1,1,-1.079271009,1.136786877
263,81.82787856,588.0733036,917.5174989,4,0,1.16921026,-0.878792692
264,102.0890267,437.9655806,1119.991575,1,1,-1.079271009,1.136786877
265,68.74975552,275.2551833,1121.820831,1,0,-1.079271009,-0.878792692
266,107.4491754,561.1837051,1071.58823,2,1,-0.329777253,1.136786877
267,56.60475832,681.6662655,966.2438441,1,1,-1.079271009,1.136786877
268,17.58965297,958.0131131,773.275645,1,0,-1.079271009,-0.878792692
269,9.747392394,731.7467559,777.853626,2,0,-0.329777253,-0.878792692
270,336.6863498,217.2116377,1230.168472,2,1,-0.329777253,1.136786877
271,109.5768323,223.8324052,1187.824175,3,0,0.419716504,-0.878792692
272,55.15526126,853.858041,691.4213779,1,0,-1.079271009,-0.878792692
273,158.5808882,102.2651533,1157.025608,4,1,1.16921026,1.136786877
274,76.79822128,329.6170009,971.0989992,4,0,1.16921026,-0.878792692
275,42.78256504,776.3151741,1061.337409,1,1,-1.079271009,1.136786877
276,164.1612493,418.3452154,1250.659119,1,1,-1.079271009,1.136786877
277,182.5115651,91.81289735,1355.031708,1,0,-1.079271009,-0.878792692
278,53.10226218,412.6449459,936.0623604,2,0,-0.329777253,-0.878792692
279,65.71461331,845.4908367,941.9555962,3,0,0.419716504,-0.878792692
280,15.52625456,928.2243411,988.8494594,3,1,0.419716504,1.136786877
281,91.2491908,30.72103773,1248.951314,1,0,-1.079271009,-0.878792692
282,75.67926039,287.6214527,1215.473664,2,1,-0.329777253,1.136786877
283,8.416554579,803.3465403,659.3908006,3,0,0.419716504,-0.878792692
284,3.589539762,915.4215046,693.5297465,1,1,-1.079271009,1.136786877
285,31.58719342,626.6361054,944.2849206,1,0,-1.079271009,-0.878792692
286,64.06452269,657.3298584,693.6889176,1,0,-1.079271009,-0.878792692
287,16.01754309,852.4914494,729.6628737,1,0,-1.079271009,-0.878792692
288,18.63531256,887.1826713,881.4265949,1,0,-1.079271009,-0.878792692
289,182.66182,35.83764212,1314.395786,5,1,1.918704016,1.136786877
290,86.62218772,499.8081913,1180.808878,1,0,-1.079271009,-0.878792692
291,105.4513795,366.6992229,1037.622963,3,1,0.419716504,1.136786877
292,60.03366935,279.1744857,1120.149487,1,0,-1.079271009,-0.878792692
293,108.7771668,466.4119452,911.046244,2,1,-0.329777253,1.136786877
294,155.9090438,157.2688042,1100.317029,3,0,0.419716504,-0.878792692
295,45.33968193,750.3469659,840.9064568,4,1,1.16921026,1.136786877
296,320.0710126,128.0526982,1141.744098,5,1,1.918704016,1.136786877
297,19.64288823,331.3708979,1371.582441,1,1,-1.079271009,1.136786877
298,71.89818373,781.3346852,985.2124049,4,1,1.16921026,1.136786877
299,38.91278166,841.2099339,841.1033445,4,0,1.16921026,-0.878792692
300,65.60272321,118.4751087,1215.010466,3,0,0.419716504,-0.878792692
301,76.25455189,22.72595281,1542.154238,4,0,1.16921026,-0.878792692
302,12.20517026,907.2585591,748.8127204,1,1,-1.079271009,1.136786877
303,11.81365306,339.1446096,850.6450531,2,0,-0.329777253,-0.878792692
304,66.78880709,643.0123968,1010.205131,2,0,-0.329777253,-0.878792692
305,135.9865249,457.3598426,875.0983056,1,0,-1.079271009,-0.878792692
306,1.517847466,985.4586982,861.7359427,1,0,-1.079271009,-0.878792692
307,149.4330177,204.9682943,1225.903865,3,0,0.419716504,-0.878792692
308,153.5917585,226.9019786,1005.270967,1,0,-1.079271009,-0.878792692
309,39.41979461,517.0820683,1106.761377,1,0,-1.079271009,-0.878792692
310,31.59369347,621.7286486,964.6552804,2,0,-0.329777253,-0.878792692
311,6.917009747,801.6873129,1097.812584,2,1,-0.329777253,1.136786877
312,196.3785856,262.7792027,1326.327883,1,0,-1.079271009,-0.878792692
313,432.0349856,63.19643087,1147.323329,2,0,-0.329777253,-0.878792692
314,312.0035781,20.84320036,1200.57385,4,1,1.16921026,1.136786877
315,34.42482355,713.9710356,736.5610709,3,1,0.419716504,1.136786877
316,1.267133952,990.2909307,639.4417783,1,1,-1.079271009,1.136786877
317,142.9367352,53.83611054,1217.192913,4,1,1.16921026,1.136786877
318,97.55372323,401.6538582,927.4491656,2,0,-0.329777253,-0.878792692
319,152.5424606,192.5772266,910.3318918,4,0,1.16921026,-0.878792692
320,137.9807606,185.9012452,1000.328113,3,0,0.419716504,-0.878792692
321,63.91135092,660.0550993,1163.063967,1,1,-1.079271009,1.136786877
322,109.0824157,53.99881823,1232.71706,3,0,0.419716504,-0.878792692
323,222.1352395,107.729045,1338.49776,1,0,-1.079271009,-0.878792692
324,215.9151166,75.4059976,1248.871892,1,0,-1.079271009,-0.878792692
325,18.96849229,868.6527268,1125.687056,4,1,1.16921026,1.136786877
326,11.52208438,873.9264229,788.5357136,1,0,-1.079271009,-0.878792692
327,9.319932599,975.5099688,890.0708015,1,0,-1.079271009,-0.878792692
328,85.14760449,377.0700846,958.7243041,2,0,-0.329777253,-0.878792692
329,14.89817298,594.1161983,865.2370118,1,0,-1.079271009,-0.878792692
330,110.1378724,163.7186432,1131.388806,3,1,0.419716504,1.136786877
331,32.35804189,630.6469242,1013.497699,1,0,-1.079271009,-0.878792692
332,63.22371482,248.4363021,1137.426197,4,0,1.16921026,-0.878792692
333,290.5745278,83.47406667,1202.355002,3,1,0.419716504,1.136786877
334,19.44362762,540.9481873,916.5019326,4,0,1.16921026,-0.878792692
335,88.60897199,584.5920657,956.7372817,1,0,-1.079271009,-0.878792692
336,56.35988927,359.1311497,826.1183379,4,1,1.16921026,1.136786877
337,25.43559599,861.8968023,686.7118311,1,0,-1.079271009,-0.878792692
338,0.582239294,899.5182823,734.8133547,1,0,-1.079271009,-0.878792692
339,66.8383178,657.0659352,897.966167,1,0,-1.079271009,-0.878792692
340,137.4379583,172.2863237,1345.853575,3,1,0.419716504,1.136786877
341,74.70651464,474.6548076,697.7105305,1,0,-1.079271009,-0.878792692
342,39.48088567,467.865266,1010.806354,3,0,0.419716504,-0.878792692
343,168.2118136,686.660342,1139.994546,2,1,-0.329777253,1.136786877
344,3.517498212,849.5515711,966.7410275,1,0,-1.079271009,-0.878792692
345,5.148827728,858.9491629,897.5765051,3,0,0.419716504,-0.878792692
346,0.563714389,965.7720159,946.7905176,4,0,1.16921026,-0.878792692
347,139.7590457,209.4726668,1221.600463,5,1,1.918704016,1.136786877
348,25.57566906,739.7232397,823.7922577,1,1,-1.079271009,1.136786877
349,115.1864277,455.2312989,940.8904621,2,0,-0.329777253,-0.878792692
350,26.65623567,871.189474,1008.922503,1,0,-1.079271009,-0.878792692
351,16.89986574,971.6645014,608.7711016,1,0,-1.079271009,-0.878792692
352,251.5630809,9.985056136,1233.091041,5,1,1.918704016,1.136786877
353,33.11112116,380.4475266,1250.228501,1,0,-1.079271009,-0.878792692
354,94.07655748,523.3767408,890.4868382,4,0,1.16921026,-0.878792692
355,368.4927344,1.257709769,1394.021021,5,1,1.918704016,1.136786877
356,283.6657314,153.5183456,1027.986712,2,1,-0.329777253,1.136786877
357,12.49590511,813.8602244,895.6882742,3,0,0.419716504,-0.878792692
358,78.93286198,434.213571,1011.625899,3,0,0.419716504,-0.878792692
359,129.0056974,215.4427094,1061.285568,4,0,1.16921026,-0.878792692
360,31.56948118,710.0950374,1101.686706,3,1,0.419716504,1.136786877
361,122.6343746,264.1542258,1060.053269,2,0,-0.329777253,-0.878792692
362,572.4591099,5.333822889,1427.334321,5,1,1.918704016,1.136786877
363,14.55622499,943.3770756,435.2005044,1,0,-1.079271009,-0.878792692
364,111.021865,195.322587,1180.922605,5,1,1.918704016,1.136786877
365,91.96502091,61.46092934,1404.094247,2,1,-0.329777253,1.136786877
366,429.8083664,0.547335397,1403.269686,4,0,1.16921026,-0.878792692
367,53.75492762,125.728451,1064.52164,4,0,1.16921026,-0.878792692
368,49.2337398,869.3673597,1028.670713,2,1,-0.329777253,1.136786877
369,254.496665,61.93840926,1203.752554,4,0,1.16921026,-0.878792692
370,46.47122367,880.6712925,807.2693576,1,0,-1.079271009,-0.878792692
371,68.90837962,434.9452655,1028.779063,3,1,0.419716504,1.136786877
372,76.00318146,410.6456926,1115.098379,1,0,-1.079271009,-0.878792692
373,239.95986,36.04067268,1373.638015,3,1,0.419716504,1.136786877
374,92.0451324,405.8044113,859.2537224,2,1,-0.329777253,1.136786877
375,247.66966,5.187681669,1318.898079,3,0,0.419716504,-0.878792692
376,273.7331373,251.2052365,1245.205105,5,1,1.918704016,1.136786877
377,28.03372299,554.1153315,982.3243244,2,0,-0.329777253,-0.878792692
